Meta,ID,Owner,Deck,Played,Wins,Elo,Active
BMT,865f9b45bee51a0633ed4fcb47883330e5e307cd95556398b051dcebb54d61a5,BeeptheBoy,Dino Time,5,0,905.0669673,1
BMT,4146167fefc2640ddcc32daca71abfe20116d1ceafdc8b4fe84f7fef9954c4cd,crazykid,Bristly Bill,3,0,940.9038557,1
BMT,e6743dd7c6d5493d922abb339c06f48b6cb0db235147f0db85ed022431533447,crazykid,"Elsha, Threefold Master",3,0,946.3191165,1
BMT,78294891f2e6e205561503cef06be3c1d711776aae5bb3b80e1e7f216980da96,crazykid,"Karumonix, the Rat King",2,1,1013.929257,1
BMT,26ac243f7c007a91a14985c847463f23199d563bc4fc3cd30f33dfabc7a7cd43,crazykid,"Satya, Aetherflux Genius",2,0,961.082516,1
BMT,22cf2a9f55ab23da0c4acca07eb5e7a5c810fae39c8d225917c1abfd158ef984,crazykid,SpongeBob The Unifier,7,1,962.6861098,1
BMT,f8272a7da8bd1fac5edf8dda9f497d9e92f6680acebe2f3936a30e265bf2a7d5,crazykid,SpongeBob's Group Hug!!!,1,1,1061.839286,1
BMT,34f29a97f1efabd23697391cc4c556389d37f904754031d74664546d3e72cc41,crazykid,Temmet Zombies,1,0,979.6715464,1
BMT,e33fad203941b3d6535e4645a3facce93587e71dff193dfdd27879b101b4551d,crazykid,The Thirteenth Doctor,2,1,1021.594921,1
BMT,935591cb842d82e98c8d92e2b5ee08e1aa33ed90e99eace503ac7aedfa2a5e96,crazykid,"Ulalek, Fused Atrocity",1,0,985.5549352,1
BMT,7fed87059a042ce724b2ddba84946b4fe09b6569c789f8d798df4e7fbf9ab031,crazykid,Valgavoth - Pain is Gain,1,0,979.844727,1
BMT,1fcc29521c0b80f986131385b956a9a03471a34e37bb0392135f47918bfa0a57,Deniedpluto,+1 For Counters,10,6,1132.704831,1
BMT,6fe0b46a4dccf3d9d24863ffb21bc08e1cc0334fdc61476295792ed132854e0c,Deniedpluto,Aces Wild,7,3,1034.895122,1
BMT,a31c51ad4afc7d15b9b32af61f011e11caba3ee98781749f238d1a9c12a20f43,Deniedpluto,Baba Lysaga and the Sac Attack,14,9,1145.730229,1
BMT,0ab149c93cc2d00af09331fa2fdff77d491e2db61fc589ecb8101a96c624511c,Deniedpluto,"Bears, Beasts, Battle-Scarred Ayula Cubs",6,1,945.0487606,0
BMT,7b9ad1f250d0b06eb04d46b286a7b941c680ac70b74ceb79f7189835b1ca2ab7,Deniedpluto,Challenge Deck,5,1,933.9239804,1
BMT,5e12738b89a4209635fae7134530d14c7d27ff00e5d5b6261b6980f65cd88988,Deniedpluto,Deadly Overgrowth,11,4,1015.197288,1
BMT,8cc78727cf8b3f78bd25fd485e6d9086c6a8cdd1e0949a553c5e8a7ebad7fa44,Deniedpluto,Dongers Up!,5,2,1000.467825,1
BMT,01a8d04d84bd301caebd0fef082c8f85bff44eaab622a05cd12ea6a36c9e80ab,Deniedpluto,Don't Blink (or do),4,2,1032.099707,0
BMT,3fe1000e644cfb25426efce2bec80543643a73946d4efdfc59fcb2bc19fc5dd2,Deniedpluto,Draw Go Drakes,7,4,1084.348232,0
BMT,a5f20cadee3dd7661d19b28ddd4a469210f4a0becbcd9c3ed8e71217315142f9,Deniedpluto,E.L.M.,6,4,1135.944217,1
BMT,1a97bf3d4df4bff22c0633bc43753583b482e17c16525d768aecfe43175bfa0a,Deniedpluto,Emiel and The Zookeepers,1,1,1036.701926,0
BMT,588bdc15c71967d2a534165737c532ef2e86c859653af76315db3fcfde7d688a,Deniedpluto,Epic Marwyning,8,7,1190.242624,1
BMT,a021039a429ca7770a162beecd50e937125a3c537edde744d15d69c23926fd3d,Deniedpluto,Friends in Wheel Life,17,4,953.4311818,1
BMT,0d167ce04e379789278028a307408c520cff2542b0b4c1c910c7a116d3fdd2d3,Deniedpluto,Galazeth the Burninator,14,4,937.5085953,1
SevensOnly,0d167ce04e379789278028a307408c520cff2542b0b4c1c910c7a116d3fdd2d3,Deniedpluto,Galazeth the Burninator,1,1,1040,1
BMT,c5a166f8cb704c10796841d43c5f06c7a844499ca32ef85907e572a7bf147588,Deniedpluto,Get Zada Here,1,0,980.9388258,0
BMT,750e0bc4f0536141dbd98a01132fe92979777565e6bff5688f9df46f63d45484,Deniedpluto,"Go Woke, Convoke!",7,4,1139.239263,1
SevensOnly,750e0bc4f0536141dbd98a01132fe92979777565e6bff5688f9df46f63d45484,Deniedpluto,"Go Woke, Convoke!",1,1,1040,1
BMT,4f1890923dac4cb29ae47203f74df2b2772c211ba820c41aa5f28b6b22c4d47f,Deniedpluto,Horsing Around,2,2,1110.819858,1
BMT,92732af0b74dba9e9f09063b0301986ff9c2985db128c0ae3276ce6d054fd250,Deniedpluto,I'd Tap That,2,1,1013.513061,0
BMT,0b1e1ddade49f915b184e7f7fdf9d9d3b3fd6eba74270da45156f50e9d56837a,Deniedpluto,In My Head,12,6,1097.857127,1
SevensOnly,0b1e1ddade49f915b184e7f7fdf9d9d3b3fd6eba74270da45156f50e9d56837a,Deniedpluto,In My Head,1,0,978.8499774,1
BMT,95239b4cda7f34bae4b94c1f28bb6f16c0a383884112048fa290509bcdc503b5,Deniedpluto,Incubation Nation,9,1,879.186413,1
BMT,7d76a26578e5bd0e71e7e4e973a8baae150530ee9b49b37ef953e9b1c2a5a56f,Deniedpluto,It's Toolbox Time,33,13,1068.45582583456,1
SevensOnly,7d76a26578e5bd0e71e7e4e973a8baae150530ee9b49b37ef953e9b1c2a5a56f,Deniedpluto,It's Toolbox Time,1,1,1040,1
BMT,e2d548e6320e75012316214c86021dff73d139a0d8b8ee769a327d382513a1d8,Deniedpluto,Land's Wrath,2,0,958.8710275,0
BMT,6f010dc6bdd0c87464cd23f7edbaf9b5f0afb799662d0a0228076e5630aa2bf7,Deniedpluto,Life Shrine's a Way,13,6,1086.106368,1
SevensOnly,6f010dc6bdd0c87464cd23f7edbaf9b5f0afb799662d0a0228076e5630aa2bf7,Deniedpluto,Life Shrine's a Way,1,0,979.1846957,1
BMT,a8bb1ad3b72966c2815d30b4352e35fea5b90209bfc799a6f0cd11550f370301,Deniedpluto,Magic Gone Wild,2,0,952.1281703,0
BMT,33ad36e090dbb96765a89e80678c677bdddade8dcc63a1ef3e92901af3179655,Deniedpluto,Mandatory Dungeon Hours // Queen's Orders,9,4,1008.466238,1
BMT,cb51810805714dfa90895db45208b8af601821911fafbce575c76ef4e27b4c28,Deniedpluto,Now That's a Paladin,12,4,1017.494737,1
BMT,e15660b137e7fe45e6151804a94a62c8e2db4fa61bd939feaf7d4f2d547689ea,Deniedpluto,Omnath Smash Bang Fusion,7,4,1058.799066,0
BMT,2ba5890a84545caf9dee63d2a531636c5601715be387da99e4b971f349e6cf87,Deniedpluto,Pending Investigation,7,3,1066.688863,1
SevensOnly,2ba5890a84545caf9dee63d2a531636c5601715be387da99e4b971f349e6cf87,Deniedpluto,Pending Investigation,2,0,961.1835645,1
BMT,917a9280f12d03f0cd217187b8463f88d40694e488f7b5e53a3efd046479c6c9,Deniedpluto,Pumped Up Kicks,11,6,1074.100866,1
BMT,3368c3599938a477d56c8ec778ec4bf5c9532c3773188239eac8de9287fb0155,Deniedpluto,Ratdos AristoRats,6,3,1025.137975,0
BMT,d79ddfc55e1b7dfb416c6d30c19cde70a082fb1677f1e50dd5efa30760f1ee83,Deniedpluto,Squirrels Just Want to Have Fun,8,3,1034.949683,1
SevensOnly,49488a8f974d612bc99963ae99e64e52d27bc6d6827d5809d8d75adef909a27a,Deniedpluto,That's a Paladin,1,0,980.1869725,1
BMT,24671a2e5eb296709cfeac9aa1664019a0923828be367af2159d8b8bb4bfb669,Deniedpluto,That's All (Mer)Folks!,8,3,1019.326787,1
SevensOnly,24671a2e5eb296709cfeac9aa1664019a0923828be367af2159d8b8bb4bfb669,Deniedpluto,That's All (Mer)Folks!,1,0,978.8499774,1
BMT,753ba8e01aafcc6abe11b8f0daa7929eaa217b9a128ca603c55c3cf2913ca966,Deniedpluto,The Blade Wyll's It,9,4,1017.518201,0
BMT,e3575e86ad82419d0dcc62905eced191d944977e4348686fb82e2d9ff189cc59,Deniedpluto,The Dark Side of the Moon,4,2,1024.906834,0
BMT,9764ac4518f5ebcd404216d3372d4e2abc292014a07d21b864ce14aaa08103c4,Deniedpluto,The Human Society,7,2,953.5796258,1
BMT,e86b062ba54ae14e92531dd48a70038d661a18311a1dc8fc3d9026d29e84be12,Deniedpluto,The Indefatigable,10,5,1089.775862,1
SevensOnly,e86b062ba54ae14e92531dd48a70038d661a18311a1dc8fc3d9026d29e84be12,Deniedpluto,The Indefatigable,1,0,980.1869725,1
BMT,1e90ee947f85239ffc97b73ef0d6018408ce3348b9443fcbf60844e1797ab847,Deniedpluto,The Queen's Gambit,1,1,1030.321217,0
BMT,e567bc8964c571f57d38d7d244f7ec105ab3a91d5c14c642ff06168bcf8026ac,Deniedpluto,Tricksy Hobbitses,5,2,1061.46359,1
BMT,571382523ffd697b392401b7df24ed2af1869f281c882647be3cd6d97c4227e7,Deniedpluto,Urza... I Blue Myself,1,0,972.5219581,0
BMT,5fb1ba2da1361b7c6440df122320c0c6f8d2261c49fd6b5df211ef6c4a8b6a40,GhostDog,"Olivia, Most Wanted",1,1,1045.522759,1
BMT,e12fca43d9ab1e8541d2da6d6bc44bdd159620a7e53ce2789dcce9163a10222e,GhostDog,"Sauron, Lord of the Rings",2,1,1039.805698,1
BMT,3f91df57aeb0ebbaa7c39325dd9c6f4c86969fc8eb88e3dfbadb8a4042dd0a15,Ghstflame,Big Dungeon Energy,27,4,901.2280531,1
BMT,42158280eb0f2a1da9b11ae47f216b84ff5861d926221abe2424f2f87997842c,Ghstflame,BITE!,7,0,875.2691435,0
BMT,a799163f9afb711dfccd06edfb27c461497df5a98839fa8ba5716de0feeef3ee,Ghstflame,Challenge Deck,3,1,1012.365955,1
BMT,6b05103a2c6e7b16c8f7103668c8d0c8ea18a2087ce3d2d92f2fa2a7eb232eeb,Ghstflame,Dragons,32,7,973.027266687076,1
BMT,e08278e63ec93e33337f34b1f15526d139ab046dbec9d093fe05826a5ba1ee28,Ghstflame,Firesong & Sunspeaker,5,2,1027.49723,0
BMT,436fe606ce20089eff1b812f0d3f7cfcd5048947b37eb36ecf188e182fcdf421,Ghstflame,Garthifacts,27,5,891.1954215,0
BMT,41029ca8665a96e258854534b9343a09886eaba8ae1fe31fd05f769aef74e78f,Ghstflame,Hitchhikers Guide to the Multiverse,4,2,1072.467574,0
BMT,410c5b9af7602f3215af2c086e411b62fb4bc2d0d7514ae78c25541dfd98de7b,Ghstflame,I AM... Blue,16,4,959.7944153,1
BMT,551a37a2134c879bae312c9ce9b58d43d70d486936573c0b50f794580d215571,Ghstflame,"Jinnie Fay, Jetmir's Second",6,1,942.3825093,0
BMT,1bca11c920a8a101f9bc734c83c49b5bcacbe5dd34489acebd731e4de5319d5a,Ghstflame,Jon iRATicus,2,1,1034.057131,0
BMT,d9a188f8dbeb184b4c5cfa2bc7f0089e981cf60475c5e965c2aea8df24debe56,Ghstflame,Juri Duty,9,1,932.6807926,0
BMT,ea89e6e14852e92a4d00ce2c525843b717a56ebb5fd389ccc4588c87e2427953,Ghstflame,Krenko Mob Boss,15,3,910.87911786346,1
BMT,e6174d7b5781f35eb5ccba9802cf5b0165acfe7b84ded9d37e7cea0d3c2bd92f,Ghstflame,Lathriel Lifegain,1,0,980.1013568,0
BMT,45b14794815059be509a6e7058b9a4c1f16240d03e63a0739b74e73896893c64,Ghstflame,Minsc & Boo vs The World,37,7,854.1898614,0
BMT,6f31da55d6e662a94f4b8e84e0058df5cddfda947ef71fed76e6d44b749f8f08,Ghstflame,Niv-Mizzet Parun,13,5,1054.417595,0
BMT,9cdb4881e87de26ed6ee17e7c769764211c609a4b4f5ceb158f77ca44399dd8a,Ghstflame,Reanimation Nation,17,5,985.6585531,1
BMT,d6cd10cd3acb06fe936e9c006b2e66225f4450f38364c8a1972b8803bda878b8,Ghstflame,Skullbriar Smash,20,7,1116.347671,1
BMT,ebbee1391659dbf963467f7c383fcbfdf031012b5ddaab2a17551043bb8f8a88,Ghstflame,The Flavor Green,12,3,1011.764556,1
BMT,36dc5b5ae647f410d3f0e2233185455254cc839d806f0eae663816d3c9be70b2,Ghstflame,Wings of Destiny,9,1,906.8040803,1
BMT,f8f30fe4e87e6993c700c19693fafa1df123cbac31ea038e7c11487bce985953,Macrosage,"Caesar, Legion's Emperor",1,0,972.1546892,1
SevensOnly,585c10c90fceb2df23598057f160f9fe7fe983135d96cf6ec82d3a435536cff5,Macrosage,"Kenrith, Lord of Legends",1,1,1038.784009,1
SevensOnly,67cbe09e1a1e43e0b9ce0d7d6cc9d802517d658add5764756c53bf51f4507edd,Macrosage,"Ob Nixilis, Captive Kingpin",2,1,1019.993058,1
SevensOnly,c53c11eb8870a9fb0b58fd97b1bef5b5627504b7c83aa99e2fc4fe8d2d9a5328,Macrosage,Omnasty,1,0,979.983229,1
SevensOnly,32e8127e46584ee8887776b6aab888f1e68499528178b9d5476bf07a43b695a4,Macrosage,Shoraki,1,0,980,1
SevensOnly,1adf63c37e53c632d3cd7d4c87a5bfb3a847223a96a35d077ebbd766139d92fa,Macrosage,Tuvasa es Mivasa,2,0,959.8789964,1
SevensOnly,b940e017fa741c0b079142bf4ee3d15a9d9aa9cb12048fd89a070ec9c8ac5a9d,RedFerret,"Brago, King of Value Town",0,0,1000,1
SevensOnly,29c18d6195a7e7736ea0772056029deef4e3e1708380cd0f9c924e9494e1beae,RedFerret,Deadly Overgrowth - Peter,1,0,980,1
SevensOnly,fd6a77a4e20e6b742e99496fd35aa5b4f24350cb358766943a9dc0299c955709,RedFerret,Mayael's Slumber Party,1,1,1058.849977,1
SevensOnly,3dcb98fb2ac2353420fda7fcfb9178e9bfbbfd2637e6f399d3f84ae91769d30b,RedFerret,Squirrels Just Wanna Have Fun - Peter,2,1,1022.300045,1
BMT,4538e458fce552b11f72697d99208ed0124dd6a07474a0ad2cf3ba04899a022c,Tank,40k Calgar,7,0,878.481943,1
BMT,19401aeeb544ad97a518c0408032a786a6e76cc0c1ea37c468a50d36a6a9dea3,Tank,"Alela, Cunning Goad",7,3,1051.880172,1
BMT,93b5bc534e7b7f5844235038f95d82203cb97958accdbff895893934556581b5,Tank,Aminatou Blink,7,1,933.5431392,0
BMT,4b66a4834642d7978cc28b812aac2230f06468f74f7ef42f8816c52405225060,Tank,"Arcades, the Strategist",0,0,1000,0
BMT,a78b6af89d8cde094429901064ef7f008fd88a8337be66477e90aa7448c09d26,Tank,"Arjun, the Shifting Flame",0,0,1000,0
BMT,e45ad362e976e6c0d5d507b81bfd18b41f0f9a3b07e43f505568d4108f5b6136,Tank,Atla's Angels,9,1,895.787147,0
BMT,15596c083131889aff60c5d05f7688291e65052960867b91c6131c1d43308a30,Tank,"Braids, Arisen Nightmare",10,2,977.9462194,0
BMT,2e36e6321d1c4bbfe8a8f8ab84aab440ad3e2d11125b87e23ec30625be48fc78,Tank,Breya Artifact Sac,9,3,985.7753763,1
BMT,a1b25f20b5f5edf276285147f0f273e0c251b397f4773c6a9553acd98a4486f4,Tank,Challenge Deck,4,2,1041.002803,1
BMT,3ea5ab607423e35b092a4112a2f99e6e0b82dd13f4672bf917270d1bc5a4fe6b,Tank,Disa's Monster Mash,14,5,1012.018228,1
BMT,042f9efe804b0331ad3fb2c5843237cd295f3037521803cef12e8c007cb1c168,Tank,Discount Super Friends,3,0,945.7908745,0
BMT,75283719ff0538e79acfdbdc41f6ff071ccdcb6a1001bb94e8fb43d128505ff3,Tank,Eriette's Gifts,9,2,967.743263,1
BMT,c2cb9639378fa7cb6a401308883385c3fd57ca84eeb84e97c3d20daed047cc08,Tank,IMDABES,17,6,990.3534425,1
BMT,c6d8f7c3e2ad27fe5f6d9d284d8647f13d55c9c5e2debc017a57cf2aba61e6a7,Tank,"Marisi, Breaker of the Coil",1,0,973.1895227,0
BMT,0a82a2bd7e1ee77aa3e6456f41c1641b666bad65adb28e15816a7bd9130dee63,Tank,Narci's Fables,11,2,942.9412477,0
BMT,c71a407a4dedb5b2c514fc333c36aa7a70fe2bf69cea00c86e1447f179997fa7,Tank,Rith's Dragons,18,8,1039.678295,1
BMT,c363ddf71e9901b84df7bc5dcda39ec6d60dd4aa9593d536c3039b0fd3a40349,Tank,Shadowborns Apostle,9,0,854.702809,0
BMT,935e0a04469ff5bc011c9882f208d1291be2539185a3ea0a6040819cd1de5b7a,Tank,Squirrel Squad,15,1,802.6759112,1
BMT,114da0b1f4a69c6f77da524fa7756d8f741287c578afc8188ec80748273c2a70,Tank,Toots with the Pir,24,3,890.8748116,0
BMT,3b04ceb2a674d3254fae809658d98fd77354c36720a9151784e4c3703af9fdc8,Tank,Urza's Legion,19,4,968.1152487,1
BMT,ab7768b207523ceb9f5201c1d7cbc965a98fc73c16b8b0e5917f77d52111e8ea,Tank,"Ziatora, the Incinerator",37,12,1103.029262,1
BMT,ffe60a2f51e6a106b5834e22d3db22794409356a38dbf5fe6db19fb80d651136,Tank,Zimone & Pumba,18,7,1047.257292,1
BMT,17014e28fe7b4c1c2f12a1effe9f2252274ef43f351f1d4c07e26e64f5271d01,Wedgetable,Agatha's Special Sauce,6,1,945.4711247,0
BMT,ea955e15d0538ac250301345efe1b66dcbfa7a40ad91a2f19d502eeef57df6ba,Wedgetable,Aikido Masters Kynaios & Tiro,1,1,1051.641015,0
BMT,045020b2567d2df5a6b554036c172e6e52c756668025f1c911339347547a3b3e,Wedgetable,Alela Force One,13,6,1088.541163,1
BMT,b5c6dd7e2aec5d4a1057321338bbe59c4a3e14eb232c8e9897e6e8614ad08783,Wedgetable,Aragorn and the Fellowship,2,0,964.368679,0
BMT,90d04e8391ca599b2d16563c96c53b68401f0e7f405fccc5c44ac4f88ca0c232,Wedgetable,Astaxa,8,3,1021.704993,0
BMT,5294a9f95f5ac5122708597acb931885ca34efc00ceac3d7f0ed61df3cc5e032,Wedgetable,Aurelia Chose Violence,7,2,993.4923416,1
BMT,58c1c4d4455bc23b905cc1ec39bd85c6c0a2a35f82ff994261fa9488548b389f,Wedgetable,Bello the Trash Panda,20,6,978.2034012,1
BMT,a6f5d64f98827f6aabb6250df9789deaa90955004a9aec59575256026405839d,Wedgetable,Benton Beatdown,5,3,1077.043086,1
BMT,07d81f03767b99ffd170bbd7a098b6445f090984ab4d70657e34d7b76c85e1c5,Wedgetable,Challenge Deck,4,1,995.5915273,1
BMT,82b0388fe8f6194cb6cce20349bfdfc51856ac90ba3163bc5c0a1d0c21d8d1d1,Wedgetable,Chiss-of-Death,33,9,972.121881,1
SevensOnly,82b0388fe8f6194cb6cce20349bfdfc51856ac90ba3163bc5c0a1d0c21d8d1d1,Wedgetable,Chiss-of-Death,1,1,1038.784009,1
BMT,d69fafd293bf570418287743b0a0b70c46a0192727ca55a6be2137c6d7bfeb84,Wedgetable,Crabby Islands,1,1,1037.786096,0
BMT,aba1b463e18c01901f7568a2fd3150d56eed4bb6d9a264b45cd640356f77aed9,Wedgetable,Dragons Dragons Dragons,6,3,1122.424708,0
BMT,1cef34b80ae0dd0484474737612e89078cd037ba0f2fbf985e4ff42bb82ed63f,Wedgetable,Dying is Fun,21,9,1143.27506,1
BMT,68bf8b39b7d6a9cc2d114ddb215d610aca1f23d128d40225202b73724c7762ce,Wedgetable,"Elrond, Master of Elves",3,0,943.6019551,0
BMT,06372042b3b7e979e31a24c2a51521a826c04b072c603b1989fb92090475415b,Wedgetable,Flipping Krarkishima,1,0,983.6133491,1
BMT,b305b20dc4493fde9168a542a771a468c5da448307f1e73e4b2d45c24a78b453,Wedgetable,Gates over Fingers,7,3,1033.169865,1
BMT,1b3698f4757848ad1c06719f56965e3401b5127084cb8bf71820587736eed715,Wedgetable,Horrorble Deck,19,3,857.45501,1
SevensOnly,1b3698f4757848ad1c06719f56965e3401b5127084cb8bf71820587736eed715,Wedgetable,Horrorble Deck,1,0,980,1
BMT,d8c40f2ec113fc523df0a8ba4d9fe94f916bfadc53bf25fda64dc81edfadde57,Wedgetable,Long Live Prosper,28,11,1122.61771,1
SevensOnly,d8c40f2ec113fc523df0a8ba4d9fe94f916bfadc53bf25fda64dc81edfadde57,Wedgetable,Long Live Prosper,1,0,980,1
BMT,72d97db1f823240f4cf2c9975217a8b032355468df7fe233013222df7c316b88,Wedgetable,Manifest Destiny,10,3,993.4005349,1
SevensOnly,2cfa12a85dd21ed1ee589f21a0b0cc8c4c7b774022d230f3c6dcb940d5d2dcff,Wedgetable,Manifest Dezimonesty,1,1,1040,1
BMT,1eb9946dc596d8161aab552fd7f775b1cbfbb9a14c3435035d34dba9d6a27edd,Wedgetable,Mardu Tokenstorm,3,1,1011.483771,1
BMT,baa9df04ad8395506aba6a9f86ae05b24b999f9544ab59fc7051e6365a23c420,Wedgetable,"Miirym, Sad Dragons",1,1,1048.587097,0
BMT,dd8def585140aef17b8525c67657ba8e38f74a3f9807063ff69038b1ea042d5c,Wedgetable,Mishra's Toybox,2,0,958.8615695,0
BMT,0c283c7269e44850734d2d43fbb1c6ba450aec1c7f6eaf49223be4deff6918ac,Wedgetable,Necronamiconing,5,1,962.8394379,1
BMT,de394fefbe15a86612f907c93b7072e0e6ae0e69f500e83846bd2b39c813d402,Wedgetable,Niv-Mizzet Winstants,2,1,1018.339686,0
SevensOnly,354959ee3923af4be69071cecfd648e1af74f77b206a3ec96d32ea75ee3490eb,Wedgetable,"Ob Nixilis, Captive Kingpin",1,0,979.983229,1
BMT,d804777da35e9a14f3c89576a158f6e659a47284c6023576ec83b8fc3c0efd9a,Wedgetable,Phelia Plays Fetch,5,1,964.4687269,1
SevensOnly,808683b4c4920c338878d759516d04ad0fe5260e93a15548ac5ccc2164cb3482,Wedgetable,Rainbow Aggrogorn,2,1,1022.300045,1
BMT,583daf56bd86432f412c0ff7ab66ef4c18ef8b96e811f386fbbbdef729ea6acf,Wedgetable,Rainbow Aragorn,15,5,1032.727283,1
BMT,43da563125bc79b4da61c64ebe37d2ccd667a34db8f04b0be06c00f72e3e2ae5,Wedgetable,Ruxa's Stompy Students,19,7,1037.158975,1
SevensOnly,43da563125bc79b4da61c64ebe37d2ccd667a34db8f04b0be06c00f72e3e2ae5,Wedgetable,Ruxa's Stompy Students,3,0,940.7012431,1
BMT,5649276e637f4a8956efc8e5a65005329f96d2318f473a47e0a7664e5ef48617,Wedgetable,Sappy Fun Guys,1,0,979.0688924,0
BMT,e7806376a0e89dbe7777bdc76b9d7b56afdfcdfe99796310fa98c948f877b679,Wedgetable,Sauron Orc Squad,1,0,979.9762002,0
BMT,6ccea629486adc4caf47cc45a0960c4e2b40bb44cd59e406f4ce4960c984d3cd,Wedgetable,Sauron the Real One,3,1,1007.90878,1
BMT,cecc3924a43b6bd4ebe66096a9250b4247eec0ea5dd893081a2dac7634d88808,Wedgetable,Sidar & Tana Can't Be Blocked,7,5,1145.788437,0
BMT,1b23e4511d2bfb8e8d859a6fef895b04fabb805347bb4aaeacc17c8785bebfc1,Wedgetable,Sigarda's Band of Angles and Humans,5,0,916.5418456,0
BMT,2f888de96c118c85e8b4d8ef3ef411621fa98bc395da01952da74c9b078181c1,Wedgetable,Stoner Goblins,1,0,982.9080286,0
BMT,7f1b17a1e8ff94c578f2682192bec3f428b94a46df730a1e6b4ed3f1898ec93c,Wedgetable,Toxic Bug,8,0,861.0794745,0
BMT,9c65307989c4a534e58b35d7326072987a971e766d0e462737deae9d1b398193,Wedgetable,"Vaevictis Asmadi, the Dire",3,0,950.8022045,1
BMT,1272940340b81e10eab7576dd986299734a2a51ac6c353bc13a61024659fedd3,Wedgetable,Voltron Galea,1,0,980,0
BMT,75b4098373eb06e79b7022963e9dc7072472bc13106d2656ac8dbc0a605731ad,Wedgetable,Zedruu the Goathearted,31,5,976.702136,1
BMT,1bd797f0a09fbb1639037a3637540b80061aad56a49d0859f5b7aac9d3ff7996,Macrosage,Sidar Knights,1,1,1041.85947659848,1
BMT,4c4c98e7b1cda131c7ea3f05ea3264908cd3adbd34258eb47700bbe5c8fb09bc,Deniedpluto,"Freyalise, The Fair",3,1,996.511098005742,1
BMT,5c7733309230b4211ef003547129b9ccc8f0c01ef8a3a032e00ffaee27ecba08,Wedgetable,Yurlock Disco Inferno,6,1,939.559745310691,1
